Price,Bedrooms,Bathrooms,SqFt,City,State,Year_Built,Type,Garage,Lot_Area
294919,4,3,1840,Adelaide,VIC,1968,Townhouse,0,6782
1408785,1,3,2437,Perth,NSW,1979,Townhouse,1,4512
1401160,1,1,3820,Adelaide,VIC,2003,Townhouse,1,7693
1490900,2,3,800,Perth,NSW,1990,Townhouse,0,4111
630734,1,2,1583,Melbourne,SA,2013,House,1,1342
1927283,5,2,1304,Perth,SA,1968,Apartment,0,3164
830447,1,2,2326,Adelaide,QLD,1976,Apartment,0,7098
592400,5,3,2423,Melbourne,VIC,1961,House,1,9109
478726,4,1,2449,Adelaide,NSW,1967,House,1,6449
1189987,3,1,1958,Melbourne,SA,1970,Townhouse,0,5776
1631563,2,2,2064,Sydney,SA,1977,Townhouse,0,6456
1766809,1,1,3447,Adelaide,QLD,1964,House,0,2799
617703,5,3,2804,Sydney,SA,1951,Apartment,1,7915
1067516,1,1,3463,Perth,QLD,2014,Apartment,0,8051
769290,1,2,3332,Melbourne,WA,1977,Apartment,0,7652
1028396,1,1,2012,Brisbane,QLD,1998,Apartment,0,1708
1579838,3,2,3649,Perth,WA,1990,House,1,4439
1355195,1,1,2287,Adelaide,NSW,1990,Townhouse,0,7233
500566,5,2,1683,Adelaide,NSW,2003,Townhouse,0,4321
852866,4,1,2606,Adelaide,QLD,1984,Apartment,1,6945
456083,3,1,3724,Brisbane,QLD,1992,Townhouse,0,5932
768399,1,3,2588,Perth,NSW,1976,House,1,5149
701484,2,1,1274,Adelaide,VIC,2021,Townhouse,0,1793
1906163,1,3,3808,Sydney,VIC,1950,House,1,7950
648872,4,3,3826,Perth,QLD,1978,House,0,6298
1096507,4,3,1453,Adelaide,VIC,1963,House,0,9748
924787,2,2,3341,Brisbane,QLD,2013,Townhouse,0,4001
103795,4,2,2748,Brisbane,VIC,1983,Townhouse,0,1472
1523377,1,3,1278,Adelaide,VIC,2017,Apartment,1,2946
1957929,4,1,2966,Perth,NSW,1989,Apartment,0,9436
1962456,3,1,2277,Perth,QLD,1992,House,1,2085
512954,4,1,3372,Brisbane,SA,1998,House,0,6523
1068359,3,1,2085,Melbourne,NSW,1990,House,0,6856
227883,4,3,2070,Sydney,WA,2020,House,0,6877
250376,2,1,3917,Perth,QLD,1978,Townhouse,1,2067
1088690,5,2,2000,Adelaide,VIC,1962,House,1,8063
253342,1,2,1238,Adelaide,VIC,2005,Apartment,0,9287
1923231,2,1,1963,Melbourne,NSW,1971,House,0,6531
339946,4,3,3676,Melbourne,VIC,1963,Townhouse,1,1856
1603930,4,1,1745,Melbourne,VIC,1964,Townhouse,0,6120
246163,4,2,971,Sydney,NSW,1956,Apartment,1,1245
814121,1,1,2509,Perth,WA,1986,Apartment,1,9212
801028,4,1,1503,Brisbane,NSW,2000,Apartment,0,7357
560229,1,2,3852,Brisbane,VIC,2011,Townhouse,1,4211
934982,1,2,2030,Melbourne,VIC,1986,House,1,2183
1835244,4,2,3041,Brisbane,SA,1970,Apartment,1,1981
144705,5,3,1927,Adelaide,WA,1990,House,1,6940
596983,5,3,1059,Sydney,NSW,2008,Apartment,0,1983
1448883,2,2,1316,Brisbane,QLD,1990,Apartment,0,6303
1472667,4,2,3367,Brisbane,QLD,1964,House,1,8355
1206570,4,2,2063,Perth,QLD,1994,Townhouse,0,4452
937923,5,3,2348,Melbourne,SA,1993,Apartment,1,7465
659103,4,3,2468,Sydney,VIC,2004,House,1,7404
1880358,4,2,2263,Brisbane,WA,2000,Townhouse,0,5621
1782798,4,3,3124,Melbourne,WA,1978,Townhouse,1,5720
812737,5,2,3514,Perth,SA,2012,Apartment,1,3088
1342982,4,1,1029,Melbourne,QLD,2011,Apartment,1,4332
1115496,4,2,2436,Melbourne,QLD,1966,House,0,5266
1129157,5,1,1028,Melbourne,NSW,1975,Townhouse,0,8774
1104142,5,1,3468,Perth,QLD,1960,House,0,1942
1741570,3,3,3016,Adelaide,WA,1979,Apartment,1,2133
1973262,2,1,2489,Perth,QLD,2017,Apartment,0,3142
1227948,3,1,1880,Melbourne,VIC,1983,Apartment,1,4458
527440,1,1,1479,Perth,VIC,1991,House,1,6638
948433,1,1,2260,Melbourne,SA,2004,Apartment,0,6582
1553121,4,1,1047,Melbourne,WA,1968,House,0,8242
105961,4,2,3027,Brisbane,SA,1985,House,1,6024
1753505,1,3,1508,Perth,WA,1977,House,1,7866
727661,5,3,867,Sydney,QLD,1960,Apartment,1,7484
356585,4,2,924,Brisbane,SA,1965,House,1,9536
596407,1,2,934,Perth,SA,1977,Townhouse,1,6135
694781,2,2,2586,Melbourne,SA,1974,Townhouse,1,4280
359941,3,1,1950,Brisbane,WA,1960,Townhouse,0,8522
666702,3,1,850,Melbourne,VIC,2006,Townhouse,0,2335
1856130,3,3,2958,Adelaide,VIC,1992,Apartment,0,9189
418333,3,3,2702,Adelaide,QLD,1960,Townhouse,0,8761
160102,1,3,917,Sydney,NSW,2018,House,1,3415
328748,1,3,3024,Sydney,SA,1962,Apartment,1,2407
1638757,3,1,1014,Adelaide,NSW,1983,Townhouse,1,5438
1957106,3,3,3967,Adelaide,VIC,2009,Apartment,1,2681
227250,1,2,3614,Sydney,WA,2020,House,1,8947
164792,2,3,3029,Perth,VIC,1970,Apartment,1,3818
682454,3,3,2290,Melbourne,WA,1971,Townhouse,1,4520
158236,5,3,3753,Melbourne,SA,2020,Townhouse,0,4170
1346549,1,2,2762,Sydney,WA,1976,Townhouse,1,6509
752387,1,2,2945,Adelaide,VIC,1997,House,1,7998
330450,2,3,1001,Adelaide,NSW,2012,Apartment,0,2365
397653,5,2,3735,Perth,QLD,2003,Apartment,0,4210
634147,2,3,2585,Sydney,WA,1967,Apartment,0,7087
1330199,3,1,3008,Adelaide,NSW,1987,Apartment,1,3592
859324,3,3,1870,Perth,SA,1979,House,0,3893
386444,4,2,3105,Brisbane,VIC,1977,House,0,4917
832685,4,3,1622,Melbourne,VIC,1969,House,1,4312
668713,3,3,3433,Sydney,WA,1984,Apartment,0,9590
1236124,3,3,2849,Melbourne,NSW,1992,Townhouse,0,2292
1660733,4,2,1912,Brisbane,NSW,1959,House,0,6337
1220239,2,3,2193,Perth,NSW,1979,Apartment,0,3967
1902521,3,3,3134,Brisbane,WA,1954,Townhouse,0,6562
1746970,1,2,2401,Adelaide,NSW,1992,House,1,4779
1832230,2,2,3469,Brisbane,NSW,1993,House,0,5227
1844482,2,3,3594,Melbourne,SA,2015,House,0,1471
645872,2,1,3924,Brisbane,SA,2019,House,0,3838
1856074,1,1,1729,Adelaide,SA,1991,Townhouse,0,3614
188756,3,2,1428,Adelaide,SA,2011,Apartment,0,2463
268322,3,2,2029,Melbourne,NSW,1973,House,0,8397
1816829,2,1,3265,Adelaide,QLD,1979,Apartment,0,8033
1660927,5,2,2094,Melbourne,SA,2001,House,1,6108
521587,5,3,1850,Perth,SA,2000,Townhouse,1,1035
145351,2,1,1264,Brisbane,QLD,1979,House,1,3517
101159,5,2,1786,Melbourne,WA,2006,House,0,3193
1699969,2,2,2430,Perth,NSW,1984,Townhouse,0,1726
979469,1,3,3138,Sydney,VIC,2022,Townhouse,0,1740
793136,1,1,945,Melbourne,VIC,1964,House,0,2919
327601,3,3,3741,Adelaide,SA,1980,Townhouse,1,2192
135048,4,1,1072,Adelaide,SA,2017,House,0,2136
764662,1,1,1979,Perth,VIC,1982,House,1,1571
1502932,2,2,3374,Adelaide,QLD,2021,House,0,6119
672042,2,3,2653,Melbourne,SA,1956,Townhouse,1,7733
470977,3,1,916,Melbourne,NSW,1990,Apartment,0,1570
927298,1,2,1924,Brisbane,VIC,1993,Townhouse,1,2438
1222929,5,3,2213,Sydney,WA,2016,Townhouse,0,1309
1425609,2,1,1752,Adelaide,NSW,1991,House,0,5577
1045292,1,3,2298,Adelaide,QLD,1993,House,0,6368
1658630,2,3,1851,Sydney,NSW,1968,House,1,1423
182334,4,1,2083,Perth,VIC,1964,Townhouse,0,5977
438724,2,2,2054,Adelaide,VIC,2003,House,1,3019
213780,3,2,1296,Sydney,QLD,1979,Apartment,0,3278
1808820,1,1,3740,Brisbane,SA,1975,Apartment,1,4535
361264,4,3,1659,Perth,NSW,1977,Townhouse,1,4312
1019715,1,2,912,Melbourne,SA,1977,House,0,4139
938771,5,2,3396,Brisbane,WA,1987,House,0,3767
1766102,2,3,3295,Melbourne,QLD,1992,Townhouse,0,1176
1024351,5,3,1447,Sydney,WA,1979,Apartment,0,3325
214591,3,1,3842,Melbourne,SA,1965,Apartment,1,3210
1708691,2,3,804,Adelaide,VIC,1984,Townhouse,1,6436
1852886,1,1,1424,Adelaide,QLD,1976,Townhouse,0,5080
992954,1,1,3949,Perth,NSW,2016,Townhouse,0,7003
1407919,1,2,2616,Melbourne,WA,2012,Townhouse,0,4779
876293,5,3,3029,Perth,WA,1974,Apartment,0,7814
163909,3,3,2137,Perth,WA,1982,House,1,4520
1863664,2,3,2917,Brisbane,VIC,2009,Apartment,0,2875
311982,1,1,1615,Melbourne,NSW,1989,Townhouse,1,1158
1678376,3,2,1502,Melbourne,QLD,2015,Apartment,1,9267
947990,2,2,1068,Sydney,VIC,2013,Townhouse,1,5047
901305,3,3,2824,Sydney,WA,1960,Townhouse,0,6479
1556912,5,3,2192,Melbourne,VIC,1968,House,0,4479
1953815,3,3,2720,Sydney,NSW,2014,Townhouse,0,3128
861450,3,1,3799,Melbourne,SA,2017,House,1,8493
1372610,2,1,1736,Melbourne,SA,1956,Apartment,0,4496
1083414,2,3,1266,Melbourne,QLD,2018,Apartment,0,9343
962908,4,2,2855,Perth,QLD,1994,Townhouse,0,4743
1604927,2,3,1135,Adelaide,WA,1989,Townhouse,1,4330
1445898,2,1,3969,Melbourne,NSW,1971,House,0,7408
580681,2,2,2885,Brisbane,WA,1961,Townhouse,0,8728
1045419,5,3,3991,Brisbane,WA,2018,Townhouse,1,7118
1952189,4,2,3320,Perth,SA,2006,House,1,1672
802350,5,3,2575,Brisbane,NSW,1993,Apartment,1,7708
442477,5,2,1525,Perth,SA,2015,House,0,1358
1236396,3,2,1648,Melbourne,NSW,1973,Apartment,0,4876
689921,1,3,3828,Sydney,NSW,1970,House,0,3206
983186,4,3,3854,Perth,QLD,1961,Apartment,0,3976
716016,3,1,2251,Adelaide,QLD,1974,Apartment,0,9593
637648,5,1,3449,Adelaide,QLD,1989,Apartment,0,9022
219522,2,1,1556,Sydney,QLD,2004,Townhouse,0,1858
381590,1,1,2442,Perth,NSW,2004,Townhouse,1,2088
398594,2,3,1590,Sydney,WA,1951,Apartment,1,9025
956176,4,1,3687,Brisbane,VIC,1999,Apartment,1,5281
738416,1,1,3166,Sydney,WA,1981,House,0,1873
516760,1,3,3191,Perth,NSW,1976,House,0,5866
1994323,3,3,2892,Perth,WA,1994,Townhouse,1,4298
537906,1,3,1589,Adelaide,WA,2011,House,0,8493
205417,3,1,3023,Brisbane,NSW,2020,Townhouse,0,6981
1809601,5,1,2942,Adelaide,VIC,1962,Townhouse,1,2931
858639,2,2,2206,Brisbane,NSW,2005,Apartment,1,5068
1572595,1,3,2855,Adelaide,NSW,2006,Townhouse,0,8631
1550333,3,2,3085,Brisbane,QLD,2011,House,0,8827
1393382,4,3,1135,Perth,NSW,1983,Apartment,1,5170
621267,5,1,1447,Adelaide,VIC,1989,Townhouse,1,4925
1625788,5,3,1318,Brisbane,NSW,1991,House,0,5523
1367361,4,3,883,Perth,SA,1969,Apartment,0,1733
1096949,2,3,1377,Sydney,VIC,1983,Apartment,0,8888
633868,4,1,1206,Sydney,QLD,2008,Townhouse,0,8488
501217,3,3,1489,Brisbane,WA,2020,House,1,7139
549892,4,1,3365,Sydney,SA,2014,Apartment,1,2362
1191407,3,2,3275,Melbourne,SA,1977,Townhouse,1,9802
1805014,1,3,3848,Melbourne,VIC,1974,Apartment,1,2298
116551,1,3,3979,Adelaide,NSW,1954,Apartment,0,1140
996204,3,2,1312,Adelaide,NSW,2016,Townhouse,1,5982
255034,5,1,1365,Sydney,NSW,2012,Townhouse,0,7016
1351917,3,3,2018,Brisbane,SA,1999,Apartment,0,5091
718364,3,2,3349,Melbourne,QLD,1962,Apartment,1,8751
335211,2,1,1828,Melbourne,VIC,1978,Apartment,1,5964
1303378,3,1,1282,Brisbane,SA,1953,House,1,8328
1097570,5,1,2178,Perth,QLD,1981,House,1,8283
1793727,5,2,3431,Brisbane,WA,1960,Townhouse,0,5241
1697567,2,2,3747,Adelaide,WA,1964,Townhouse,1,2242
1068473,5,2,1211,Adelaide,VIC,1960,Townhouse,1,7218
1797646,4,3,2169,Melbourne,QLD,2010,Townhouse,0,6425
919612,4,3,2758,Melbourne,SA,1986,House,1,3276
1001885,2,2,3155,Melbourne,WA,2014,House,1,2976
1506885,3,3,1653,Brisbane,WA,1991,House,1,4396
1211591,2,3,1477,Sydney,QLD,1978,Townhouse,1,9611
512458,3,3,3314,Melbourne,VIC,1952,Townhouse,0,3583
1042095,2,1,2023,Perth,WA,1990,Townhouse,0,4273
568423,5,1,3834,Brisbane,WA,1996,House,1,5244
1989277,5,3,2620,Sydney,WA,1976,Apartment,0,9436
243052,5,1,1870,Sydney,SA,2011,House,1,7701
1491774,4,3,1032,Adelaide,SA,1977,Townhouse,1,8383
1644187,3,1,1987,Sydney,SA,1974,Apartment,1,1679
405268,2,3,2359,Perth,SA,1997,Townhouse,1,2893
820283,3,1,1582,Sydney,NSW,1957,Townhouse,1,1528
1471541,2,1,2465,Melbourne,QLD,1950,House,0,8320
1427380,2,2,3703,Adelaide,WA,1955,House,1,2873
1323873,4,1,1794,Sydney,WA,1953,Apartment,1,2834
1396241,3,3,3964,Sydney,SA,2002,Apartment,0,3092
1949147,1,1,1244,Brisbane,NSW,2020,Apartment,1,5787
292899,1,1,2029,Perth,WA,1958,House,0,9476
554672,4,2,986,Adelaide,QLD,2005,House,1,7112
689076,5,2,1085,Brisbane,NSW,1967,House,1,8156
1317157,4,2,1844,Brisbane,WA,1994,Apartment,0,8084
1534657,2,1,1415,Adelaide,WA,1984,Townhouse,1,3084
624214,2,2,3660,Perth,WA,1965,Townhouse,1,7004
1214307,5,1,2172,Adelaide,SA,1978,Townhouse,0,8391
1753345,1,2,2662,Sydney,QLD,1963,House,0,5750
1148484,2,2,3933,Brisbane,QLD,1981,Townhouse,0,6929
151847,1,2,3942,Perth,NSW,2018,Apartment,0,4824
308575,4,3,2444,Adelaide,QLD,2019,House,1,7565
1650130,5,1,1527,Melbourne,VIC,2014,House,0,2411
993205,2,2,3645,Melbourne,QLD,1967,Townhouse,0,7779
1476600,2,2,3771,Melbourne,WA,2002,Apartment,0,3714
1055074,2,1,1302,Perth,NSW,2021,Townhouse,0,6415
1154682,1,2,1489,Adelaide,NSW,1967,Townhouse,1,5332
681748,1,3,2852,Perth,SA,1963,Apartment,1,7941
1525491,3,1,3619,Perth,WA,1955,Apartment,0,6631
807757,5,2,1721,Perth,SA,1990,House,1,8413
794499,1,2,2524,Brisbane,VIC,1951,House,1,4153
353529,5,2,3953,Sydney,NSW,1950,Apartment,1,6247
1151778,2,3,2476,Brisbane,QLD,2001,Apartment,0,6769
361398,3,3,3721,Adelaide,SA,1992,Townhouse,0,3836
1968460,4,3,2411,Brisbane,VIC,1957,Townhouse,1,6555
1042977,5,1,3906,Melbourne,SA,1958,Townhouse,1,1076
310846,4,3,3744,Sydney,QLD,2003,Apartment,1,4523
622573,1,2,1456,Brisbane,VIC,1997,Townhouse,0,1229
1408831,4,2,986,Brisbane,NSW,1965,Apartment,0,7659
989085,1,3,811,Perth,WA,1991,Apartment,0,8158
1221210,4,3,2885,Perth,SA,1984,Townhouse,0,6699
1253861,3,1,1347,Melbourne,NSW,1971,House,0,4540
1353928,2,1,3475,Adelaide,WA,2022,House,1,8234
243737,1,2,3040,Melbourne,WA,1953,Apartment,1,8250
1482503,3,3,1379,Melbourne,VIC,1969,Apartment,0,9783
227361,2,2,993,Melbourne,VIC,2014,House,0,7623
1611469,2,1,2935,Melbourne,VIC,2019,House,0,3784
1553469,2,1,3139,Melbourne,VIC,1967,Townhouse,1,1746
1997692,1,3,3356,Perth,NSW,1984,House,0,3138
993385,5,2,2739,Perth,NSW,1968,House,1,1592
924663,2,1,3724,Adelaide,QLD,1983,Townhouse,0,1239
149626,2,3,1329,Brisbane,WA,1981,House,1,1238
919033,3,3,2394,Melbourne,WA,2016,Apartment,0,6350
605712,4,2,2046,Melbourne,QLD,2005,Apartment,1,1044
1961264,3,3,3159,Perth,WA,1996,Townhouse,0,9026
770381,3,3,2361,Melbourne,QLD,1975,Townhouse,0,9084
1007736,4,2,2459,Melbourne,NSW,1953,House,0,9541
438015,1,3,1731,Adelaide,WA,1995,Apartment,0,3314
1023617,3,3,3861,Adelaide,NSW,2014,Apartment,0,8034
164623,4,2,3886,Adelaide,VIC,1965,Townhouse,0,6091
1651123,2,2,2279,Brisbane,NSW,1967,Townhouse,0,7753
372098,4,2,1612,Sydney,VIC,2011,Apartment,1,2696
1482325,1,1,3912,Brisbane,WA,1950,Apartment,0,5559
1842822,5,2,2836,Sydney,VIC,1999,Apartment,1,8292
289527,2,2,3393,Melbourne,SA,1979,House,0,7837
624011,2,1,2334,Brisbane,QLD,1989,House,0,9502
252876,4,1,1782,Perth,VIC,2007,House,1,6565
854872,1,2,1949,Perth,VIC,2009,House,1,5602
798538,3,1,3428,Perth,VIC,1985,House,1,3647
1877489,3,1,2378,Melbourne,VIC,1961,Townhouse,0,7040
1993093,2,2,1658,Melbourne,NSW,1953,Townhouse,0,1411
1989374,4,2,1409,Sydney,NSW,1986,Apartment,0,6944
1880018,4,3,2806,Melbourne,QLD,1980,House,1,4361
1484703,5,2,2528,Adelaide,QLD,1963,House,1,7771
140811,5,2,3991,Melbourne,VIC,1959,House,0,2443
356854,4,2,2786,Adelaide,QLD,2011,Townhouse,1,3387
222180,5,1,3209,Sydney,SA,2022,Apartment,0,1313
610763,3,2,3675,Melbourne,VIC,1977,Apartment,0,3961
1750220,3,1,1218,Perth,NSW,1960,House,0,5442
1577854,3,3,2790,Adelaide,SA,1989,Townhouse,1,3298
987380,5,1,3795,Brisbane,SA,2015,Townhouse,1,9135
1914285,5,2,2953,Perth,NSW,1989,Townhouse,0,9652
1718775,2,2,3482,Melbourne,WA,2006,Townhouse,1,4749
835388,3,3,2460,Adelaide,WA,1996,House,1,2802
1405094,2,3,2918,Sydney,VIC,1969,Townhouse,1,5407
1929433,3,3,1674,Melbourne,QLD,2001,Apartment,1,4100
1432990,3,1,3635,Brisbane,WA,1976,House,0,4888
1798632,4,3,2851,Perth,SA,2019,Townhouse,1,2728
740575,4,2,1493,Sydney,SA,1985,Townhouse,0,1216
392135,1,1,1577,Sydney,QLD,2010,House,0,7667
1997845,1,3,1889,Melbourne,WA,1988,House,0,1548
547782,2,1,3004,Sydney,SA,1963,Townhouse,0,5546
170205,2,2,3677,Perth,VIC,1979,House,1,4128
480752,5,1,861,Melbourne,NSW,1983,Apartment,0,4699
916129,1,2,930,Perth,QLD,2020,House,0,8151
418209,5,1,1652,Brisbane,VIC,1994,Townhouse,0,1416
1809954,4,2,2806,Sydney,VIC,1973,Apartment,0,2507
1291851,4,1,1926,Brisbane,SA,1967,Townhouse,1,5514
1241938,5,2,1941,Melbourne,WA,1950,Townhouse,1,2752
1484545,4,2,2661,Perth,QLD,2022,Townhouse,1,1660
834705,1,2,2881,Perth,WA,2014,Townhouse,1,9628
1174095,4,1,811,Perth,NSW,1975,Apartment,0,8308
461820,2,2,1188,Brisbane,VIC,1999,House,1,8373
1124307,3,2,2325,Melbourne,NSW,2006,Townhouse,1,6069
138788,1,2,1697,Melbourne,QLD,1968,House,0,9026
1543647,1,2,2503,Adelaide,WA,2008,Apartment,0,6414
1204065,3,3,3993,Sydney,SA,2019,Apartment,1,8222
1013878,2,3,1936,Sydney,NSW,2001,Apartment,1,2817
645997,1,2,3169,Adelaide,SA,2021,House,1,9647
1273430,2,1,872,Sydney,WA,2010,Townhouse,1,9219
268162,1,2,3653,Perth,QLD,2016,House,1,4680
316258,3,1,2150,Adelaide,NSW,1963,House,1,9588
358098,1,1,2990,Adelaide,WA,2009,Townhouse,0,9622
474696,1,2,3250,Perth,NSW,2006,Townhouse,1,8326
1454274,1,1,814,Brisbane,VIC,2015,Townhouse,0,1941
955169,1,1,1622,Brisbane,NSW,1998,Apartment,0,8444
953961,3,3,3105,Brisbane,QLD,2009,House,1,8982
1554291,1,3,1160,Brisbane,NSW,1959,House,0,1512
221630,4,2,3057,Sydney,SA,2019,Apartment,0,6784
183174,5,3,2908,Perth,SA,1976,Townhouse,0,1455
633533,5,3,2562,Sydney,SA,1978,Apartment,1,1463
1659353,1,3,1063,Sydney,NSW,1963,House,0,9892
1676537,4,3,1347,Melbourne,NSW,2009,Apartment,0,1914
774937,2,1,1333,Brisbane,SA,1964,Townhouse,0,8047
707025,5,1,3192,Perth,SA,1997,Townhouse,1,6037
750843,2,3,1345,Adelaide,VIC,1958,Townhouse,1,7840
1908758,2,3,3705,Adelaide,WA,2015,House,1,7876
1272597,1,3,3778,Perth,NSW,2006,House,0,9157
1009007,5,3,2526,Melbourne,SA,1953,Apartment,0,2303
1868898,1,1,2156,Perth,NSW,1952,Apartment,0,2492
137891,3,3,2061,Adelaide,VIC,1997,House,1,7312
1279355,4,1,1914,Brisbane,VIC,1951,Townhouse,1,6546
317299,2,2,2131,Sydney,WA,1984,House,0,6908
1009590,1,2,3897,Adelaide,VIC,1987,Apartment,1,1793
1095741,2,1,1154,Perth,QLD,1988,Townhouse,1,7570
1351464,1,1,3176,Melbourne,SA,2017,Apartment,1,2895
281264,4,1,2930,Perth,QLD,1953,House,0,6728
1347245,3,3,1014,Sydney,NSW,2014,Apartment,1,2304
1734228,3,2,3288,Perth,NSW,2010,Apartment,1,1186
1531131,2,1,2517,Sydney,NSW,1969,Apartment,1,2108
839318,4,3,2067,Perth,QLD,2004,House,1,5994
1102066,4,2,3910,Brisbane,VIC,2018,Townhouse,1,9766
350416,3,2,2994,Sydney,QLD,1984,Townhouse,0,8890
440819,4,2,2577,Perth,NSW,1966,Townhouse,1,8958
611781,2,3,1601,Sydney,NSW,2001,House,0,8494
1779241,2,3,1099,Melbourne,SA,2003,House,1,3225
1170014,4,1,3818,Perth,WA,2021,Townhouse,0,2229
817831,1,1,3365,Brisbane,WA,1967,Townhouse,0,4995
781197,5,3,2171,Adelaide,VIC,2002,Townhouse,1,1242
792637,4,1,3857,Perth,WA,1977,House,0,9835
1629474,4,2,3152,Adelaide,QLD,1969,Townhouse,0,6388
617882,5,3,3690,Brisbane,SA,1995,Townhouse,0,7865
1983898,1,1,1169,Melbourne,NSW,1983,Apartment,1,9855
1621677,4,1,1261,Perth,VIC,2005,Townhouse,0,1022
1840925,4,3,3982,Adelaide,NSW,2020,House,0,9744
1824839,1,1,1431,Brisbane,NSW,1989,Apartment,0,2387
1633442,1,3,3594,Perth,NSW,1966,Townhouse,0,2158
982823,4,3,1729,Brisbane,NSW,1953,Apartment,0,2177
177996,4,2,2357,Adelaide,VIC,1963,Apartment,1,1825
757114,1,1,2986,Adelaide,NSW,1984,House,0,6833
1107770,3,1,2278,Melbourne,NSW,1984,House,1,4499
116936,4,1,2575,Adelaide,VIC,1992,Townhouse,1,2195
813122,4,1,3646,Adelaide,QLD,1962,Apartment,0,2924
1790462,5,1,3659,Perth,VIC,1976,House,1,4587
915966,5,1,3093,Adelaide,WA,2016,Townhouse,1,5398
1047726,1,2,3100,Sydney,SA,2007,House,0,5083
399011,4,2,1851,Adelaide,QLD,1951,Apartment,0,9191
628661,3,1,1674,Melbourne,WA,1956,House,0,4607
126845,4,3,857,Brisbane,VIC,1969,House,1,4732
210404,1,3,2754,Brisbane,QLD,1997,House,0,1209
1786973,2,2,3382,Melbourne,QLD,1953,Apartment,0,8051
541836,4,1,2821,Adelaide,QLD,1972,Apartment,0,3242
1376252,2,1,1592,Brisbane,VIC,1955,Apartment,0,8826
798337,4,3,2016,Melbourne,SA,1971,House,0,7560
1417299,2,1,3144,Perth,QLD,2009,Apartment,0,6688
295630,3,2,3700,Melbourne,WA,1987,Apartment,0,5809
826609,1,1,1034,Adelaide,SA,1981,Townhouse,1,3750
195953,4,2,1303,Brisbane,QLD,1984,House,0,3948
584895,1,3,2776,Perth,VIC,2002,Apartment,0,2748
1078417,5,1,1881,Perth,SA,1978,Townhouse,0,7214
1528781,3,1,1189,Perth,QLD,1965,House,0,1115
454352,3,3,2412,Brisbane,QLD,2006,Apartment,1,1578
510298,4,3,1655,Sydney,QLD,2013,Apartment,0,3008
1998165,1,1,3039,Perth,SA,1992,House,1,9275
1176838,5,1,2152,Melbourne,VIC,2004,Townhouse,0,6836
1058024,5,2,3556,Sydney,QLD,2021,Townhouse,0,7854
1354358,3,2,1272,Adelaide,NSW,1960,Townhouse,0,5528
1345551,3,2,3411,Perth,WA,1982,Townhouse,0,7990
669758,3,2,2753,Melbourne,NSW,1982,Apartment,1,9668
1747620,2,1,2744,Brisbane,VIC,2008,Townhouse,0,6611
1508648,1,2,2638,Sydney,QLD,1976,House,1,9800
1603532,2,1,2250,Adelaide,VIC,1984,House,0,1701
1835171,2,3,1275,Sydney,NSW,1966,Townhouse,0,6133
661905,5,2,3519,Melbourne,VIC,1979,Apartment,0,3226
115662,4,1,839,Melbourne,SA,1973,Apartment,1,5269
205195,2,1,1444,Perth,NSW,2003,Apartment,0,3031
1313139,1,2,1032,Adelaide,NSW,2010,Townhouse,1,5272
1646018,4,2,1256,Brisbane,NSW,1977,Apartment,0,3945
1643733,5,2,1196,Brisbane,NSW,1992,Townhouse,0,6979
1806962,2,3,3676,Perth,WA,1963,Apartment,1,5633
327238,2,1,2009,Perth,SA,1999,Townhouse,1,4212
897163,1,3,2754,Sydney,QLD,1996,Apartment,1,1921
493214,1,1,2995,Adelaide,NSW,1950,Apartment,0,8739
248531,4,1,1313,Sydney,QLD,1974,Townhouse,0,3721
1887456,4,3,2918,Adelaide,NSW,1968,Townhouse,1,3154
563694,3,2,2024,Melbourne,SA,2009,Apartment,1,4891
1836892,1,3,3921,Adelaide,SA,2013,Townhouse,0,1731
936851,5,1,1903,Brisbane,SA,2009,House,0,3234
1270753,1,3,2020,Adelaide,SA,1989,Townhouse,0,7765
635460,5,2,3767,Perth,WA,1966,Townhouse,1,1805
1685451,3,1,1221,Adelaide,QLD,1963,Apartment,0,8881
829884,5,2,3829,Perth,VIC,1996,Apartment,0,3487
614650,1,3,1594,Melbourne,WA,1986,House,0,4182
416608,4,1,2345,Melbourne,SA,1998,Townhouse,1,6999
1920901,3,2,2088,Perth,WA,2009,Apartment,1,2869
1446919,3,2,1290,Melbourne,SA,2012,House,1,6476
127820,4,2,3655,Sydney,NSW,1973,House,0,9792
1731084,4,2,1698,Adelaide,NSW,1979,House,0,9252
1177015,5,2,3098,Brisbane,NSW,1973,Apartment,0,3217
358634,2,3,927,Melbourne,NSW,1956,Apartment,1,7401
206874,3,1,2838,Adelaide,WA,1980,Townhouse,1,7415
148119,1,2,2193,Sydney,WA,1979,House,1,4550
402633,5,2,3973,Brisbane,VIC,2019,Apartment,0,6917
232761,5,2,2486,Adelaide,WA,1984,House,0,7147
722213,2,3,2316,Perth,WA,1987,Townhouse,0,6543
1542800,1,1,2892,Brisbane,SA,2006,Apartment,1,9946
1835156,2,2,1045,Brisbane,VIC,1987,Townhouse,1,2364
1638504,3,3,2694,Perth,VIC,2019,Apartment,0,7582
1416169,4,2,3836,Perth,NSW,1963,Apartment,0,3912
1940303,1,1,1680,Sydney,QLD,1954,Apartment,1,6752
222200,5,1,3941,Perth,QLD,1970,House,0,8379
607587,3,3,2288,Brisbane,SA,2003,Townhouse,0,8979
1434294,4,2,2259,Perth,NSW,1983,Apartment,0,9055
